timestamp,bid_price,ask_price,bid_volume,ask_volume
1704067200000000000,99.9150000024,100.0849999976,3185.9123171554274,4154.694012145303
1704067200020000000,99.65609507763654,99.67906754202664,5565.415155577427,4895.820239454902
1704067200030000000,100.47736270361789,100.50349646958635,4248.488611335799,5870.3414764609915
1704067200040000000,100.13182097162489,100.17007415023541,4349.8086931828175,4357.630310145698
1704067200050000000,100.24607684591868,100.2675910353216,5228.539220097063,5416.802241843013
1704067200060000000,100.6210590244782,100.65768714958938,4261.228884626318,4654.642623400327
1704067200070000000,100.11097799605784,100.13186948508178,4991.033374626853,5722.962216027117
1704067200090000000,99.52946515382068,99.5563311165454,5337.7610001448775,4667.2356848989775
1704067200100000000,99.28091970192423,99.29604309129934,5816.746685574119,5549.6508371783075
1704067200110000000,99.05193828249713,99.06562161917466,5749.795787779563,5780.839146412798
1704067200120000000,98.86695551178565,98.9051995958765,4147.235766877681,4504.697411621413
1704067200130000000,99.39670274779121,99.4207817612079,5182.007992201656,5143.389662803255
1704067200150000000,101.12670503673282,101.15440573294909,4107.048521468736,5851.749854018936
1704067200160000000,100.5134289284768,100.5304854213718,5220.770049401009,5944.598478459135
1704067200170000000,100.22309085130932,100.25579329259465,5144.917207765074,4207.607246215982
1704067200180000000,99.63367702424662,99.66676640058537,4187.670766044176,5097.557251192584
1704067200190000000,99.33237312212195,99.3611039599209,4719.715823882139,5061.7578599952885
1704067200200000000,99.69124575038657,99.71500641816502,4633.304655120585,5737.344888654542
1704067200210000000,99.30082385212611,99.32558557634769,4684.92779373646,5558.174501566835
1704067200240000000,98.7924271740312,98.82371507741773,4707.21695893741,4756.348707003866
1704067200250000000,99.09197825107654,99.12418580027514,4660.868901942787,4706.352182598353
1704067200260000000,99.9294155180085,99.96056638109151,4059.2343111588357,5461.916097504636
1704067200270000000,98.63060754973553,98.65063105536474,5580.814982075394,5198.798444083534
1704067200280000000,98.0527313062918,98.08163297970702,5319.757193827081,4397.853971419693
1704067200290000000,98.13704067618971,98.16421529337171,4682.867456176234,5241.387600429167
1704067200300000000,97.92698339536582,97.95488864854156,4903.67996480053,4927.332965563094
1704067200310000000,97.73052504111166,97.75466619551179,5588.146333566916,4682.080613543906
1704067200320000000,98.20078632695244,98.23733411753348,4688.43643301475,4133.059301284366
1704067200330000000,98.12241780528676,98.14213039098352,4946.739139306981,5857.384840967503
1704067200340000000,98.99058249436457,99.01937301582846,4039.5731139404884,5723.361163747896
1704067200350000000,98.7419976862149,98.7649091790815,5836.6344446417415,4607.045368794314
1704067200370000000,99.5539619102328,99.57810636542533,4592.8668858585725,5729.351037485846
1704067200400000000,98.96490616970459,98.99378932850348,4801.8495571778385,4949.375798245282
1704067200410000000,98.11076780845616,98.13328692463205,5844.705069482915,4627.9900942183385
1704067200420000000,98.3461815317201,98.37581541060894,4725.964304903101,4915.645981352385
1704067200430000000,98.4226089039649,98.4348273793501,5996.74740239817,5695.972222510649
1704067200440000000,98.74409695194527,98.7674166672249,5578.255466653545,4817.623659863661
1704067200450000000,99.44418613570032,99.45899893606786,5806.656817695932,5598.794531017614
1704067200470000000,99.47206163519698,99.50473030772079,4140.476725941362,5187.460866289853
1704067200480000000,99.27809262005567,99.30758764636698,4838.3940638975855,4852.146846521019
