timestamp,type,price,qty,side
2025-10-15 00:00:00,TRADE,100.00401263823711,2,buy
2025-10-15 00:00:01,TRADE,99.99468110131002,1,sell
2025-10-15 00:00:02,TRADE,100.00098451820264,0,sell
2025-10-15 00:00:03,TRADE,100.00054540408104,1,buy
2025-10-15 00:00:04,TRADE,99.99978111870928,1,buy
2025-10-15 00:00:05,TRADE,100.00207914839758,3,buy
2025-10-15 00:00:06,TRADE,99.979719496093,0,sell
2025-10-15 00:00:07,TRADE,99.98018806887744,1,buy
2025-10-15 00:00:08,TRADE,99.97355859362423,0,sell
2025-10-15 00:00:09,TRADE,99.9650329213169,2,buy
2025-10-15 00:00:10,TRADE,99.96607402732482,2,buy
2025-10-15 00:00:11,TRADE,99.97815490431728,2,sell
2025-10-15 00:00:12,TRADE,99.9890792864394,1,buy
2025-10-15 00:00:13,TRADE,100.00267280268591,2,sell
2025-10-15 00:00:14,TRADE,99.99999706968504,1,buy
2025-10-15 00:00:15,TRADE,99.99130171174625,0,buy
2025-10-15 00:00:16,TRADE,99.99269017338689,3,buy
2025-10-15 00:00:17,TRADE,100.00414445668031,2,buy
2025-10-15 00:00:18,TRADE,99.99444183600258,3,sell
2025-10-15 00:00:19,TRADE,99.99744443284975,0,buy
2025-10-15 00:00:20,TRADE,100.00707858818126,2,sell
2025-10-15 00:00:21,TRADE,100.00114652203871,6,sell
2025-10-15 00:00:22,TRADE,100.00694811421388,1,buy
2025-10-15 00:00:23,TRADE,100.01185888701099,0,buy
2025-10-15 00:00:24,TRADE,99.99798807481733,0,sell
2025-10-15 00:00:25,TRADE,99.99792152992643,2,sell
2025-10-15 00:00:26,TRADE,99.99906447578627,2,buy
2025-10-15 00:00:27,TRADE,99.98472307906587,3,sell
2025-10-15 00:00:28,TRADE,99.99465048439362,0,buy
2025-10-15 00:00:29,TRADE,99.98973593291443,1,sell
2025-10-15 00:00:30,TRADE,99.99253765302446,2,sell
2025-10-15 00:00:31,TRADE,99.99247640638953,0,sell
2025-10-15 00:00:32,TRADE,99.99979148534142,2,sell
2025-10-15 00:00:33,TRADE,100.0079156963885,1,buy
2025-10-15 00:00:34,TRADE,100.00590131631233,1,buy
2025-10-15 00:00:35,TRADE,100.00096426111172,0,sell
2025-10-15 00:00:36,TRADE,100.01573603522809,0,buy
2025-10-15 00:00:37,TRADE,100.00869455368927,0,sell
2025-10-15 00:00:38,TRADE,100.01655265025107,0,buy
2025-10-15 00:00:39,TRADE,100.01722161475772,0,sell
2025-10-15 00:00:40,TRADE,100.00230629772686,3,sell
2025-10-15 00:00:41,TRADE,100.00610980711606,1,buy
2025-10-15 00:00:42,TRADE,100.01530608308244,2,buy
2025-10-15 00:00:43,TRADE,99.99623974857595,1,sell
2025-10-15 00:00:44,TRADE,100.01472904944458,2,sell
2025-10-15 00:00:45,TRADE,100.01665422046804,1,sell
2025-10-15 00:00:46,TRADE,99.99076830208801,2,sell
2025-10-15 00:00:47,TRADE,99.99466974525807,0,sell
2025-10-15 00:00:48,TRADE,99.99441089512716,1,buy
2025-10-15 00:00:49,TRADE,99.99349628004204,4,buy
2025-10-15 00:00:50,TRADE,99.99965244757483,1,buy
2025-10-15 00:00:51,TRADE,100.0015244407225,2,buy
2025-10-15 00:00:52,TRADE,100.00436766919614,5,sell
2025-10-15 00:00:53,TRADE,99.99773161593751,0,sell
2025-10-15 00:00:54,TRADE,99.98100603182174,1,buy
2025-10-15 00:00:55,TRADE,99.99192542676452,3,sell
2025-10-15 00:00:56,TRADE,100.00138357898417,0,sell
2025-10-15 00:00:57,TRADE,100.00645314794401,2,buy
2025-10-15 00:00:58,TRADE,99.99794604700541,0,sell
2025-10-15 00:00:59,TRADE,100.00521570760347,3,sell
2025-10-15 00:01:00,TRADE,99.99980659541542,2,buy
2025-10-15 00:01:01,TRADE,99.99397909987609,1,buy
2025-10-15 00:01:02,TRADE,100.00225252260996,1,sell
2025-10-15 00:01:03,TRADE,99.99274051454249,1,buy
2025-10-15 00:01:04,TRADE,100.0013928311324,0,buy
2025-10-15 00:01:05,TRADE,100.00051581294962,3,buy
2025-10-15 00:01:06,TRADE,99.98826699039381,2,sell
2025-10-15 00:01:07,TRADE,99.99481907906542,1,buy
2025-10-15 00:01:08,TRADE,100.00368570431041,1,buy
2025-10-15 00:01:09,TRADE,99.99959138983482,3,sell
2025-10-15 00:01:10,TRADE,100.006324457668,1,sell
2025-10-15 00:01:11,TRADE,99.99219726968677,1,buy
2025-10-15 00:01:12,TRADE,99.99599200727481,0,sell
2025-10-15 00:01:13,TRADE,100.00391031082026,3,buy
2025-10-15 00:01:14,TRADE,99.99684671189333,1,sell
2025-10-15 00:01:15,TRADE,99.99135688904435,0,buy
2025-10-15 00:01:16,TRADE,99.99565469812939,1,sell
2025-10-15 00:01:17,TRADE,99.9905861981849,2,buy
2025-10-15 00:01:18,TRADE,99.98545020401868,3,buy
2025-10-15 00:01:19,TRADE,99.98415632708941,2,sell
2025-10-15 00:01:20,TRADE,99.97726734609122,2,sell
2025-10-15 00:01:21,TRADE,99.98212505145378,1,sell
2025-10-15 00:01:22,TRADE,99.9898169634425,1,sell
2025-10-15 00:01:23,TRADE,99.97628402560106,1,sell
2025-10-15 00:01:24,TRADE,99.98246530384277,3,sell
2025-10-15 00:01:25,TRADE,99.98201266863869,4,buy
2025-10-15 00:01:26,TRADE,99.987559681473,0,buy
2025-10-15 00:01:27,TRADE,99.97326326653803,1,buy
2025-10-15 00:01:28,TRADE,99.980880568968,3,sell
2025-10-15 00:01:29,TRADE,99.98031959463574,1,sell
2025-10-15 00:01:30,TRADE,99.99353587712167,3,sell
2025-10-15 00:01:31,TRADE,99.99705081499407,0,sell
2025-10-15 00:01:32,TRADE,99.99083140392248,1,sell
2025-10-15 00:01:33,TRADE,99.99683478144492,0,sell
2025-10-15 00:01:34,TRADE,99.9950325053168,1,buy
2025-10-15 00:01:35,TRADE,99.9855753364338,4,sell
2025-10-15 00:01:36,TRADE,99.9898979446615,1,sell
2025-10-15 00:01:37,TRADE,99.98378531614388,1,buy
2025-10-15 00:01:38,TRADE,99.97633591692885,1,buy
2025-10-15 00:01:39,TRADE,99.96771829086337,0,buy
2025-10-15 00:01:40,TRADE,99.98817626328139,2,buy
2025-10-15 00:01:41,TRADE,99.98677026771446,1,sell
2025-10-15 00:01:42,TRADE,99.9763861410269,0,sell
2025-10-15 00:01:43,TRADE,99.97212850515724,3,buy
2025-10-15 00:01:44,TRADE,99.96814772509506,2,sell
2025-10-15 00:01:45,TRADE,99.97860215370007,1,buy
2025-10-15 00:01:46,TRADE,99.975403813943,0,sell
2025-10-15 00:01:47,TRADE,99.97706268493621,0,sell
2025-10-15 00:01:48,TRADE,99.98429226431932,1,buy
2025-10-15 00:01:49,TRADE,99.9784204092341,1,sell
2025-10-15 00:01:50,TRADE,99.9724861528259,0,sell
2025-10-15 00:01:51,TRADE,99.96532180344748,1,buy
2025-10-15 00:01:52,TRADE,99.96942997608768,2,sell
2025-10-15 00:01:53,TRADE,99.95847304725105,2,buy
2025-10-15 00:01:54,TRADE,99.96838628047789,1,buy
2025-10-15 00:01:55,TRADE,99.96023766521257,4,sell
2025-10-15 00:01:56,TRADE,99.97395762773985,5,sell
2025-10-15 00:01:57,TRADE,99.96786917798335,0,buy
2025-10-15 00:01:58,TRADE,99.96051464970488,2,sell
2025-10-15 00:01:59,TRADE,99.96025925373999,1,sell
2025-10-15 00:02:00,TRADE,99.95405352389841,0,sell
2025-10-15 00:02:01,TRADE,99.96141444435109,0,buy
2025-10-15 00:02:02,TRADE,99.94824901562792,2,sell
2025-10-15 00:02:03,TRADE,99.9504976146514,2,buy
2025-10-15 00:02:04,TRADE,99.94609880561318,0,sell
2025-10-15 00:02:05,TRADE,99.94512631080912,0,buy
2025-10-15 00:02:06,TRADE,99.95767946531733,2,sell
2025-10-15 00:02:07,TRADE,99.94727946908611,0,buy
2025-10-15 00:02:08,TRADE,99.95409978071925,1,buy
2025-10-15 00:02:09,TRADE,99.94765354161133,3,buy
2025-10-15 00:02:10,TRADE,99.95313116330524,1,buy
2025-10-15 00:02:11,TRADE,99.94430936523224,4,buy
2025-10-15 00:02:12,TRADE,99.96286993896307,2,sell
2025-10-15 00:02:13,TRADE,99.96666216437065,2,sell
2025-10-15 00:02:14,TRADE,99.9587682232692,1,buy
2025-10-15 00:02:15,TRADE,99.96102268445247,0,buy
2025-10-15 00:02:16,TRADE,99.97851538853774,1,sell
2025-10-15 00:02:17,TRADE,99.98074661534346,4,sell
2025-10-15 00:02:18,TRADE,99.97009298013005,1,sell
2025-10-15 00:02:19,TRADE,99.98428398890348,0,sell
2025-10-15 00:02:20,TRADE,99.976319858224,0,sell
2025-10-15 00:02:21,TRADE,100.00112088219473,1,buy
2025-10-15 00:02:22,TRADE,99.98703732025767,1,sell
2025-10-15 00:02:23,TRADE,99.9922782642147,2,sell
2025-10-15 00:02:24,TRADE,99.99811769456858,2,buy
2025-10-15 00:02:25,TRADE,100.01155464973114,2,buy
2025-10-15 00:02:26,TRADE,99.98866617787205,1,sell
2025-10-15 00:02:27,TRADE,100.0011192351095,0,buy
2025-10-15 00:02:28,TRADE,99.99921122648796,1,buy
2025-10-15 00:02:29,TRADE,99.99337130853849,2,buy
2025-10-15 00:02:30,TRADE,99.99659276843289,1,buy
2025-10-15 00:02:31,TRADE,99.99896488780074,1,buy
2025-10-15 00:02:32,TRADE,100.00532101422692,2,buy
2025-10-15 00:02:33,TRADE,100.00729246703625,0,sell
2025-10-15 00:02:34,TRADE,99.99943214199386,3,buy
2025-10-15 00:02:35,TRADE,100.0058861383006,4,sell
2025-10-15 00:02:36,TRADE,100.01150957105129,3,buy
2025-10-15 00:02:37,TRADE,100.00694623422807,1,sell
2025-10-15 00:02:38,TRADE,100.00111612774188,1,sell
2025-10-15 00:02:39,TRADE,99.99854361079178,1,sell
2025-10-15 00:02:40,TRADE,100.00224367608584,0,sell
2025-10-15 00:02:41,TRADE,100.00123244802198,1,buy
2025-10-15 00:02:42,TRADE,99.99594323488303,4,sell
2025-10-15 00:02:43,TRADE,100.01035316981906,2,buy
2025-10-15 00:02:44,TRADE,99.99587777314684,0,buy
2025-10-15 00:02:45,TRADE,100.00011763974103,4,sell
2025-10-15 00:02:46,TRADE,100.00458989505411,2,buy
2025-10-15 00:02:47,TRADE,100.00632835627817,0,buy
2025-10-15 00:02:48,TRADE,99.99857506123271,3,buy
2025-10-15 00:02:49,TRADE,99.99737236091812,0,sell
2025-10-15 00:02:50,TRADE,99.9879523313889,0,buy
2025-10-15 00:02:51,TRADE,99.99239540230842,0,buy
2025-10-15 00:02:52,TRADE,99.97573266015596,2,sell
2025-10-15 00:02:53,TRADE,99.97641735527579,0,buy
2025-10-15 00:02:54,TRADE,99.99315903257072,2,buy
2025-10-15 00:02:55,TRADE,99.98466453730495,0,buy
2025-10-15 00:02:56,TRADE,99.98921605009915,1,buy
2025-10-15 00:02:57,TRADE,99.97395973593036,4,sell
2025-10-15 00:02:58,TRADE,99.97865470905403,1,sell
2025-10-15 00:02:59,TRADE,99.97473027732504,2,sell
2025-10-15 00:03:00,TRADE,99.9861749000066,3,sell
2025-10-15 00:03:01,TRADE,99.98344401356489,2,sell
2025-10-15 00:03:02,TRADE,99.98574061061962,1,buy
2025-10-15 00:03:03,TRADE,99.97734134580841,2,buy
2025-10-15 00:03:04,TRADE,99.98779352479401,1,buy
2025-10-15 00:03:05,TRADE,99.98849505610069,2,sell
2025-10-15 00:03:06,TRADE,99.97925500147433,5,buy
2025-10-15 00:03:07,TRADE,99.97904316745704,3,sell
2025-10-15 00:03:08,TRADE,99.9739915378059,2,buy
2025-10-15 00:03:09,TRADE,99.97049346141699,1,buy
2025-10-15 00:03:10,TRADE,99.96079899722754,0,buy
2025-10-15 00:03:11,TRADE,99.96172613512249,0,sell
2025-10-15 00:03:12,TRADE,99.97378865358542,0,sell
2025-10-15 00:03:13,TRADE,99.98133148832,1,sell
2025-10-15 00:03:14,TRADE,99.9675978136068,0,sell
2025-10-15 00:03:15,TRADE,99.97721184552029,0,sell
2025-10-15 00:03:16,TRADE,99.97211680142807,0,buy
2025-10-15 00:03:17,TRADE,99.9658579703303,1,buy
2025-10-15 00:03:18,TRADE,99.96898468323513,0,sell
2025-10-15 00:03:19,TRADE,99.98704393395603,5,sell
2025-10-15 00:03:20,TRADE,99.9753968930816,1,sell
2025-10-15 00:03:21,TRADE,99.9779045008508,1,sell
2025-10-15 00:03:22,TRADE,99.97935420145416,1,buy
2025-10-15 00:03:23,TRADE,99.97155838203176,0,sell
2025-10-15 00:03:24,TRADE,99.97811786358115,2,buy
2025-10-15 00:03:25,TRADE,99.9773792595463,5,buy
2025-10-15 00:03:26,TRADE,99.97213498394707,1,buy
2025-10-15 00:03:27,TRADE,99.98756096120158,5,buy
2025-10-15 00:03:28,TRADE,99.98151270830435,2,sell
2025-10-15 00:03:29,TRADE,99.99365292657153,0,buy
2025-10-15 00:03:30,TRADE,99.98156636515607,4,buy
2025-10-15 00:03:31,TRADE,99.96513616878761,5,buy
2025-10-15 00:03:32,TRADE,99.95884787888407,1,sell
2025-10-15 00:03:33,TRADE,99.96575304221575,3,buy
2025-10-15 00:03:34,TRADE,99.96514922308536,2,buy
2025-10-15 00:03:35,TRADE,99.97845838747607,3,buy
2025-10-15 00:03:36,TRADE,99.97756267341856,1,sell
2025-10-15 00:03:37,TRADE,99.9754667352055,1,buy
2025-10-15 00:03:38,TRADE,99.97408289304205,2,sell
2025-10-15 00:03:39,TRADE,99.97107249409308,0,buy
2025-10-15 00:03:40,TRADE,99.97699707383835,1,sell
2025-10-15 00:03:41,TRADE,99.98437095284406,2,sell
2025-10-15 00:03:42,TRADE,99.97974892007623,0,sell
2025-10-15 00:03:43,TRADE,99.98639735708498,1,buy
2025-10-15 00:03:44,TRADE,99.9826506444891,0,sell
2025-10-15 00:03:45,TRADE,99.99458573169963,0,sell
2025-10-15 00:03:46,TRADE,99.99211189119714,2,buy
2025-10-15 00:03:47,TRADE,99.99856491494991,0,buy
2025-10-15 00:03:48,TRADE,99.99073735076014,0,sell
2025-10-15 00:03:49,TRADE,99.9885336068639,4,sell
2025-10-15 00:03:50,TRADE,99.9890085866955,1,sell
2025-10-15 00:03:51,TRADE,99.98324694409995,1,buy
2025-10-15 00:03:52,TRADE,99.9947270036298,0,buy
2025-10-15 00:03:53,TRADE,99.99357316263819,0,buy
2025-10-15 00:03:54,TRADE,100.0021955510858,2,buy
2025-10-15 00:03:55,TRADE,100.00029551905362,1,buy
2025-10-15 00:03:56,TRADE,100.00833670158801,5,buy
2025-10-15 00:03:57,TRADE,99.98812020715849,1,buy
2025-10-15 00:03:58,TRADE,99.97798308000613,1,sell
2025-10-15 00:03:59,TRADE,99.98184451555382,1,sell
2025-10-15 00:04:00,TRADE,99.98888560250889,3,sell
2025-10-15 00:04:01,TRADE,99.98964657437715,1,buy
2025-10-15 00:04:02,TRADE,99.98681034759201,4,buy
2025-10-15 00:04:03,TRADE,99.99802354529663,2,buy
2025-10-15 00:04:04,TRADE,100.00287736296924,1,buy
2025-10-15 00:04:05,TRADE,100.00430784388215,0,sell
2025-10-15 00:04:06,TRADE,100.00194080037794,2,buy
2025-10-15 00:04:07,TRADE,100.00940305848756,3,buy
2025-10-15 00:04:08,TRADE,100.00141492427963,1,buy
2025-10-15 00:04:09,TRADE,100.00538270797465,3,sell
2025-10-15 00:04:10,TRADE,99.99989138589896,2,buy
2025-10-15 00:04:11,TRADE,100.00320071954681,2,buy
2025-10-15 00:04:12,TRADE,99.99506955548432,0,sell
2025-10-15 00:04:13,TRADE,99.99525602156905,3,buy
2025-10-15 00:04:14,TRADE,99.99857848644969,2,buy
2025-10-15 00:04:15,TRADE,99.9800451877556,2,sell
2025-10-15 00:04:16,TRADE,99.99650166771565,2,sell
2025-10-15 00:04:17,TRADE,99.97843359096244,2,sell
2025-10-15 00:04:18,TRADE,99.9845325246186,2,sell
2025-10-15 00:04:19,TRADE,99.98627659678627,1,sell
2025-10-15 00:04:20,TRADE,99.99805718986275,4,sell
2025-10-15 00:04:21,TRADE,99.98839386562446,1,buy
2025-10-15 00:04:22,TRADE,99.99265048625328,0,sell
2025-10-15 00:04:23,TRADE,99.99600895314599,2,buy
2025-10-15 00:04:24,TRADE,99.99637613402336,1,sell
2025-10-15 00:04:25,TRADE,100.00895478651233,2,buy
2025-10-15 00:04:26,TRADE,100.00438635750787,1,buy
2025-10-15 00:04:27,TRADE,100.01791178209947,2,sell
2025-10-15 00:04:28,TRADE,100.02118810996335,1,buy
2025-10-15 00:04:29,TRADE,100.02195362803805,1,buy
2025-10-15 00:04:30,TRADE,100.02302831885315,2,buy
2025-10-15 00:04:31,TRADE,100.0192851498714,0,buy
2025-10-15 00:04:32,TRADE,100.02388845127017,4,buy
2025-10-15 00:04:33,TRADE,100.02462808834524,0,sell
2025-10-15 00:04:34,TRADE,100.03724204607038,0,sell
2025-10-15 00:04:35,TRADE,100.03605176406633,0,buy
2025-10-15 00:04:36,TRADE,100.03198153518227,0,sell
2025-10-15 00:04:37,TRADE,100.04484864903286,1,buy
2025-10-15 00:04:38,TRADE,100.05235385391931,3,buy
2025-10-15 00:04:39,TRADE,100.06225446881238,3,buy
2025-10-15 00:04:40,TRADE,100.0572313809936,0,sell
2025-10-15 00:04:41,TRADE,100.05110491773242,2,sell
2025-10-15 00:04:42,TRADE,100.03349858925665,2,sell
2025-10-15 00:04:43,TRADE,100.02999608391714,0,sell
2025-10-15 00:04:44,TRADE,100.03657561010797,0,buy
2025-10-15 00:04:45,TRADE,100.02946073776123,1,buy
2025-10-15 00:04:46,TRADE,100.0366544968004,0,buy
2025-10-15 00:04:47,TRADE,100.03811992505557,1,sell
2025-10-15 00:04:48,TRADE,100.04325179331181,4,buy
2025-10-15 00:04:49,TRADE,100.04382333006717,0,buy
2025-10-15 00:04:50,TRADE,100.04389282640325,0,sell
