timestamp,price,quantity,side
1704067200000142988,100.77662927540672,100,sell
1704067200000428698,100.01033855936912,985,buy
1704067200000946377,100.6584475374406,584,buy
1704067200001623815,100.3265810228075,380,sell
1704067200001962514,99.82903016726947,315,sell
1704067200002688020,101.35660640770476,772,sell
1704067200002703456,102.45640931766178,716,sell
1704067200004411775,102.17662652732437,180,buy
1704067200004698323,102.24401465037711,100,sell
1704067200005199247,102.39759360922486,639,sell
1704067200007026364,102.39974166648155,432,buy
1704067200008163560,101.73416425179443,903,sell
1704067200010145016,102.30666248195494,806,sell
1704067200010290886,102.4228136877855,367,sell
1704067200012533552,101.81911895670856,808,sell
1704067200012727232,101.02052503073477,869,buy
1704067200012781138,100.77084715129922,977,sell
1704067200012854133,101.16538767341223,516,buy
1704067200013362234,100.3887443724101,355,buy
1704067200013892994,100.86615656488523,282,sell
1704067200014131364,100.51363124241401,334,buy
1704067200014629728,99.84204977737183,989,buy
1704067200015930194,99.9632148459422,433,sell
1704067200016676452,99.85061145323311,286,buy
1704067200016866798,99.71731847371842,819,sell
1704067200018298046,99.98468799950219,372,buy
1704067200018299453,99.72740130505622,310,buy
1704067200019011118,100.08919895475192,644,sell
1704067200019365790,99.1806496208672,986,sell
1704067200020164699,99.92498421382837,619,sell
1704067200020329664,100.06349144893663,96,buy
1704067200022291489,100.10515642940592,239,sell
1704067200023144080,99.6805497187826,944,buy
1704067200023300283,99.5851607453352,223,buy
1704067200024546663,99.58175525110524,694,sell
1704067200025283233,98.96502194309541,838,buy
1704067200026845961,98.68162529630372,187,sell
1704067200027193412,99.57962322420997,63,sell
1704067200027445165,100.13330744078775,227,sell
1704067200027754408,99.43924245486956,465,sell
1704067200028349881,100.09218946501505,762,sell
1704067200028353364,100.03395823933127,258,sell
1704067200028617999,100.51026831473334,562,buy
1704067200029286486,100.80505532725412,914,buy
1704067200030031713,100.14619331474164,687,sell
1704067200030681544,100.79411296009846,111,sell
1704067200030882417,101.03122253769676,442,sell
1704067200032023610,100.68893175782921,380,buy
1704067200033775249,100.89055183912164,815,sell
1704067200037419507,101.59828869977615,106,sell
1704067200038083901,101.36382309380208,120,sell
1704067200041595691,102.22410217634406,604,sell
1704067200041947785,102.22485936731194,844,sell
1704067200042237726,102.51352295815133,200,sell
1704067200042409290,102.17605787967304,107,sell
1704067200043351412,102.16882899492813,691,sell
1704067200043579519,102.42960685154114,355,sell
1704067200043816816,102.48719344699806,158,sell
1704067200046740710,102.46072439275086,508,sell
1704067200046931255,102.07218379022612,623,buy
1704067200047629852,103.42336013580751,770,buy
1704067200047792695,104.00324996626799,761,buy
1704067200048996901,104.6981768766257,113,sell
1704067200049586002,104.82244007620926,110,sell
1704067200049807252,105.00196809388368,829,buy
1704067200050279900,105.06664053067834,871,sell
1704067200054485424,105.88111009855868,44,sell
1704067200054542697,106.1179964509591,19,sell
1704067200056589691,106.15042774287987,443,buy
1704067200057534343,106.34621190973135,876,buy
1704067200058655826,106.10381318279478,637,sell
1704067200059174199,106.92374774880179,96,sell
1704067200061606412,106.60181498792608,506,buy
1704067200062078118,107.31389891556518,278,sell
1704067200062586581,107.40456616642946,405,sell
1704067200063262124,107.46175455261042,578,buy
1704067200063443868,107.91118001531179,998,buy
1704067200064418027,108.10827268327257,763,buy
1704067200066364923,107.59456893099149,118,buy
1704067200068054428,107.76905200815416,209,buy
1704067200070461194,108.2514306884215,88,buy
1704067200071401811,109.05818766931289,878,buy
1704067200073287995,108.67532555802505,882,buy
1704067200073859358,108.32126184981783,816,sell
1704067200074713085,108.49206507213154,478,sell
1704067200075386466,108.37484415601767,107,buy
1704067200076919381,108.44519505155316,499,sell
1704067200077646797,108.86526331225053,716,sell
1704067200078319560,109.12654567708852,687,sell
1704067200078972414,109.20354061387512,794,sell
1704067200078999286,109.51220917713249,559,sell
1704067200079352093,109.16706951706384,34,sell
1704067200079362923,109.09896713076706,114,buy
1704067200081337914,110.2753677773037,675,sell
1704067200083103627,109.29684671023033,130,buy
1704067200084759370,108.88307295936022,354,sell
1704067200084889337,108.88592340913088,800,sell
1704067200085174720,108.51226747945279,636,buy
1704067200085548800,108.39665202550084,500,buy
1704067200086497271,108.34903255814564,330,buy
1704067200086980801,108.57072113308647,13,sell
1704067200089614303,108.79136461339618,175,sell
1704067200090510544,108.92747100153433,357,sell
1704067200090602725,109.51726487908918,378,buy
1704067200091161990,109.71861547950343,27,sell
1704067200093162890,110.33600937251978,446,sell
1704067200094214416,110.35000965415003,374,sell
1704067200095396001,110.65724487004644,581,buy
1704067200095466286,110.50243893594644,92,buy
1704067200095485936,111.02470301871205,894,buy
1704067200096773599,110.64325450201255,170,buy
1704067200097487629,109.79150228332364,744,sell
1704067200097662843,110.07100394445509,892,buy
1704067200101335259,109.49656542762071,397,buy
1704067200102252938,109.32398409348409,516,sell
1704067200104361499,109.25714942888303,598,sell
1704067200106385578,108.22529227831109,28,sell
1704067200108127112,108.05014704604856,506,sell
1704067200108896243,107.49456638176117,703,sell
1704067200110081284,107.74737435295577,522,sell
1704067200112566870,107.66566563117988,550,sell
1704067200112907484,107.02378873693677,936,buy
1704067200113725347,106.87207264976735,50,sell
1704067200114685973,106.72235199001892,690,sell
1704067200119625560,106.37380310725516,84,sell
1704067200119703102,105.70579704101563,525,sell
1704067200119758790,105.83397596882418,85,buy
1704067200121863335,106.20589269029537,64,sell
1704067200122752619,106.5409573563388,821,sell
1704067200123061171,106.44701427316687,40,sell
1704067200123608398,106.77536560438003,220,buy
1704067200124147520,106.30886508985766,525,buy
1704067200124645883,105.99488261731825,232,buy
1704067200129242400,105.45688003108837,849,buy
1704067200133490017,105.28113946946033,34,buy
1704067200134328998,105.89731035332049,756,sell
1704067200134413218,106.13442915770376,794,sell
1704067200134584924,106.58129602103008,168,sell
1704067200135602076,106.16365443802276,26,sell
1704067200136831070,105.48405407957237,79,sell
1704067200139325041,106.16568224999158,436,buy
1704067200139337974,106.50946934648128,468,sell
1704067200139579204,106.3759669794931,665,sell
1704067200140422671,106.04233398643493,133,buy
1704067200141493315,105.86153630397553,627,sell
1704067200146255285,106.12655505678786,872,buy
1704067200146482015,105.92339570504556,523,buy
1704067200146669987,105.79155206634083,793,buy
1704067200148601449,105.43260693341956,658,buy
1704067200149176953,105.03873842688685,328,buy
1704067200150126846,105.35148038711482,391,sell
1704067200151016756,105.08188368025561,546,buy
1704067200151851017,105.28743989148568,92,buy
1704067200155087136,105.93267485563894,414,buy
1704067200156653799,105.91644164653863,223,sell
1704067200157005861,105.29921499994964,35,sell
1704067200157177233,105.43369286528377,316,sell
1704067200157937596,105.43293323795146,631,sell
1704067200158426635,104.7634710086704,688,sell
1704067200159858439,104.67310596162044,507,buy
1704067200160400534,104.25266510371267,618,buy
1704067200160549994,103.56804957503583,318,sell
1704067200161481785,103.37091935986331,394,sell
1704067200162636439,103.14261815744793,704,sell
1704067200163102676,102.42700288112597,131,buy
1704067200164474395,102.57636342613756,417,sell
1704067200165413894,102.27319974505295,931,buy
1704067200165436585,102.70198761098875,701,sell
1704067200165799594,102.8163304900271,269,sell
1704067200168648005,103.0322733728349,878,sell
1704067200169929216,102.85740798163616,189,buy
1704067200169937550,103.11035366091785,568,buy
1704067200171156791,103.50265771353844,132,sell
1704067200171367228,103.25275778354981,531,sell
1704067200171935075,103.78381476719048,708,sell
1704067200172098236,103.33498166439176,377,buy
1704067200172868078,103.0084624219487,609,buy
1704067200177415059,103.24954970099267,933,buy
1704067200178439142,102.97543813128638,66,buy
1704067200179204170,102.96193672345993,602,buy
1704067200179248615,103.22801259506298,867,buy
1704067200180449000,102.76620705169739,254,buy
1704067200183791240,101.64347139218195,163,sell
1704067200184228954,101.44336508347553,17,sell
1704067200184920475,102.41020764413423,946,buy
1704067200185617833,102.11171703664036,236,buy
1704067200186122989,102.14962591832575,892,sell
1704067200186475467,102.38665441643607,964,buy
1704067200188986673,102.43368637439879,348,buy
1704067200189481192,102.79053792121411,962,buy
1704067200192173256,103.00210383130354,354,buy
1704067200192898818,102.95181570736061,855,sell
1704067200193468302,102.54233684847793,517,buy
1704067200195874637,102.39181291231755,536,sell
1704067200195891695,101.83315131899859,416,buy
1704067200196730620,102.40463938122349,255,sell
1704067200198042529,102.84711524569208,63,buy
1704067200200372012,102.1229620661674,886,buy
1704067200200743377,102.610892963378,923,sell
1704067200200961870,102.37112814292178,374,buy
1704067200201024336,102.06057469620079,675,buy
1704067200201090679,102.14679940360038,704,sell
1704067200202642325,102.17312832769987,744,buy
1704067200202849542,102.28300306080719,763,sell
1704067200203194648,102.41512379946151,400,buy
1704067200203421436,103.16973761019331,417,sell
1704067200209803793,103.53213814623403,67,sell
1704067200212059620,103.7553898086553,923,sell
1704067200213301660,104.06372285587686,286,buy
1704067200214814515,105.51760092837816,312,buy
1704067200215441945,105.8774708834696,143,buy
1704067200216084564,105.89423203743544,504,sell
1704067200216717130,105.79832199884946,708,sell
1704067200217859782,105.47321809141606,534,sell
1704067200218274457,105.06824887200102,763,sell
1704067200218401889,104.59082821618938,182,sell
1704067200219757851,103.39016593707083,623,sell
1704067200220691459,103.50783686560837,967,buy
1704067200221091622,102.91878956891453,129,buy
1704067200222418892,102.85731206599947,301,buy
1704067200223507583,103.19574807159921,234,buy
1704067200223579382,102.8187099211822,551,sell
1704067200224279375,103.27347073099423,704,buy
1704067200226525753,102.7396170262249,283,buy
1704067200230402322,102.63817422423284,59,buy
1704067200230472402,102.1258176787782,388,buy
1704067200231748172,102.02362717241422,603,buy
1704067200232569542,102.24422690612536,778,sell
1704067200232624778,102.0245463550356,283,sell
1704067200233283177,102.0989560406347,53,buy
1704067200233953995,102.16197705275596,75,buy
1704067200234135134,102.27651063301158,489,buy
1704067200234664776,102.93528942456393,306,sell
1704067200235975824,103.07808252307541,252,buy
1704067200237072892,102.856627004069,23,buy
1704067200237347572,102.78202585200816,166,sell
1704067200237871632,103.30459226744989,939,buy
1704067200238233677,103.38923288689743,151,buy
1704067200238997736,103.57645760541199,111,sell
1704067200239950376,103.54984443554861,625,buy
1704067200240508579,103.62521406729624,496,buy
1704067200241898104,103.30269143108728,963,sell
1704067200244950154,103.64103737854575,412,buy
1704067200245274574,103.26947296217703,706,sell
1704067200254205970,102.85062215440293,178,sell
1704067200254381647,102.66000603109886,697,sell
1704067200256029470,102.76935732658976,81,buy
1704067200257300729,102.59337169360485,25,buy
1704067200257458206,102.11808968654724,169,sell
1704067200257513583,102.01375363604602,885,buy
1704067200257949159,102.11183509135772,422,sell
1704067200259985137,101.58385888643744,772,sell
1704067200262379354,101.7496509752283,207,sell
1704067200263037379,101.91357715122284,274,sell
1704067200263330604,102.09288377805748,127,buy
1704067200263949320,101.704876174829,313,sell
1704067200267116204,101.9333249912826,760,sell
1704067200267603374,101.65725387293222,332,sell
1704067200271793236,101.20619446347888,658,sell
1704067200272612759,101.43399051022676,433,buy
1704067200273661484,101.28642047691294,811,buy
1704067200274518456,100.77744452124027,63,buy
1704067200274648021,100.55388775064829,415,sell
1704067200275031131,99.94173345330671,756,buy
1704067200276216292,99.71067670324578,976,buy
1704067200277752345,99.35859440911723,372,buy
1704067200278082472,99.62414611079839,185,sell
1704067200279631762,100.11426397590718,404,buy
1704067200280188745,100.34177616358164,526,buy
1704067200280634602,98.99813103673314,975,sell
1704067200282525255,99.35322625390295,628,buy
1704067200282890334,99.0978060029845,211,buy
1704067200284411893,99.98095957398303,373,sell
1704067200285806009,98.58796516574935,312,sell
1704067200285952375,98.10918879097856,109,sell
1704067200286779447,98.71291821388029,50,buy
1704067200291547663,97.64111161403054,748,sell
1704067200292597222,97.1576369167042,958,sell
1704067200293399441,97.17056665151067,618,buy
1704067200293509201,97.96779256114148,21,buy
1704067200293630831,97.22854113430984,659,sell
1704067200294382557,97.02506990247895,939,buy
1704067200296496171,96.75884235701845,754,sell
1704067200297090007,97.01713949737685,655,sell
1704067200298325958,97.75530807755949,850,buy
1704067200299047393,98.57566348793812,816,sell
1704067200301265066,99.2150691033706,65,sell
1704067200301445391,99.86669275482322,121,sell
1704067200302838429,99.58347110503384,784,buy
1704067200302984887,99.92049380930241,306,sell
1704067200304304827,100.73397709055726,725,buy
1704067200305951107,101.21511649706197,434,buy
1704067200306101977,100.7251400011421,333,sell
1704067200309445571,100.00097896635569,826,buy
1704067200309858938,100.11502080686748,291,sell
1704067200310057047,100.59672379484303,332,sell
1704067200310985723,100.80929167282085,911,sell
1704067200312245916,100.29362152603073,391,sell
1704067200313190017,100.88416940548909,503,sell
1704067200313363933,100.29663036413797,58,sell
1704067200313805269,100.30057075148966,61,sell
1704067200316968564,100.6149023142669,736,sell
1704067200317839676,101.07311129959065,381,sell
1704067200317861546,101.02886927273394,571,sell
1704067200317918011,101.27531849918654,472,sell
1704067200318431885,101.1089210264502,152,sell
1704067200321082154,100.72408429997071,823,sell
1704067200323148191,100.82321061942612,576,sell
1704067200323503645,100.507830316068,160,sell
1704067200325651046,100.47090773351535,356,sell
1704067200329093687,100.06609111335652,154,buy
1704067200330168172,100.58517862500037,337,sell
1704067200330497366,100.87404242327429,638,sell
1704067200333139982,101.29763129678837,798,buy
1704067200335096976,101.621803593571,943,buy
1704067200336184367,102.4503403346697,23,buy
1704067200337440315,102.5919921347239,865,sell
1704067200337631603,103.2539740108005,587,sell
1704067200340337297,103.26511615460196,753,sell
1704067200341268483,102.6318815390899,271,buy
1704067200342450054,102.53385042353592,693,sell
1704067200344135733,102.90779873807931,795,buy
1704067200345138289,103.00911108259224,641,buy
1704067200345799262,102.09349084040252,325,buy
1704067200347034219,102.23419112777718,672,buy
1704067200347984613,102.3082554459469,853,sell
1704067200348578393,102.94430156618346,470,buy
1704067200348840887,102.77536144108373,619,sell
1704067200349160024,102.64962406505177,301,sell
1704067200349190317,102.90445554421017,99,sell
1704067200352408523,103.82863040358835,848,buy
1704067200352791890,103.46747393277771,894,buy
1704067200352907185,102.99176748258326,190,sell
1704067200355711921,103.03600945836396,748,sell
1704067200356560535,102.55853711656219,355,sell
1704067200357194229,101.96062911600212,261,buy
1704067200357313714,102.65542729570471,673,sell
1704067200357638108,102.582844190249,43,sell
1704067200358055029,103.00478104712116,699,buy
1704067200358140680,103.28203280153708,957,buy
1704067200358613395,103.37588016453233,184,sell
1704067200359473228,102.89502621933589,625,sell
1704067200361862132,102.65837520505124,728,buy
1704067200362075999,102.46689166261127,590,sell
1704067200362871692,102.99017419081774,37,buy
1704067200363166930,102.74718362637933,196,buy
1704067200363315559,102.91700037642204,937,buy
1704067200363679040,103.36590585830587,572,sell
1704067200363917508,104.19634170873677,67,sell
1704067200364483182,105.04342881054596,937,buy
1704067200364717428,104.38738281103228,945,buy
1704067200366035679,104.52581588563291,146,buy
1704067200366499286,103.82337186945672,893,sell
1704067200368722056,104.79565131460396,257,buy
1704067200369504629,105.40841975239375,250,sell
1704067200374561055,106.18165865734915,398,sell
1704067200374711438,106.24003719113165,532,buy
1704067200375232672,106.41376664524907,179,sell
1704067200375285041,106.97174084061238,276,sell
1704067200377534177,106.86038566311419,220,sell
1704067200377746042,106.68625917249635,328,sell
1704067200377876221,107.01109314060399,467,buy
1704067200378408540,107.45951969573272,756,sell
1704067200378892508,107.70562433996217,952,buy
1704067200379018492,108.907836175447,84,sell
1704067200379502459,109.17185140970656,932,buy
1704067200381580826,108.90812659920948,509,buy
1704067200381764171,108.32229561152307,491,sell
1704067200382120304,108.04897004267558,455,sell
1704067200384326873,108.02174998593426,950,sell
1704067200384954578,108.15775597501633,149,sell
1704067200387922541,108.88847608822432,362,buy
1704067200388564163,108.82659804030725,311,sell
1704067200388645728,108.11027535116517,119,buy
1704067200390550058,108.813219139093,589,sell
1704067200391897309,108.67523470557363,79,buy
1704067200393478318,108.24175885551284,180,sell
1704067200393623079,107.97638036563804,634,sell
1704067200395155825,107.46598841312414,670,sell
1704067200395201628,108.17366702647709,858,buy
1704067200396790546,108.09879252349728,323,sell
1704067200397394887,107.7694878485098,323,sell
1704067200398004039,107.94775011264898,416,buy
1704067200398566414,108.41947508595302,656,buy
1704067200399466080,108.8645068494355,647,buy
1704067200400145257,108.39548736692718,58,buy
1704067200400534883,108.4932272371247,432,sell
1704067200402445918,108.09642352017313,819,sell
1704067200404438992,107.84829580077458,335,buy
1704067200405536799,107.42038927477051,364,sell
1704067200406314262,106.998763208805,491,buy
1704067200408149807,106.2162075219985,324,buy
1704067200408322523,107.06286239030156,702,buy
1704067200409189152,107.07979996028735,889,buy
1704067200410505073,107.15563190532893,630,sell
1704067200410586770,108.05531248966628,316,sell
1704067200412302886,108.6932289251267,599,buy
1704067200413334360,108.68982469854507,958,buy
1704067200414998344,108.35922020559144,414,sell
1704067200415994297,108.80353547324887,996,buy
1704067200416158483,109.46062353677424,490,buy
1704067200416336157,108.15838268094998,123,buy
1704067200416344337,108.03505938234102,604,sell
1704067200416589514,107.28802635779869,71,sell
1704067200416730574,106.56945902531707,573,sell
1704067200417644259,106.15518075854055,233,sell
1704067200419015117,105.19853441087295,527,buy
1704067200420764179,105.15186318028142,141,buy
1704067200421321296,104.78943351046046,622,sell
1704067200423184307,105.27805921579251,299,sell
1704067200423820359,104.77644633188575,162,sell
1704067200424946477,104.96952356945712,564,buy
1704067200425495933,104.92402396677247,606,sell
1704067200425508281,105.28440146145117,316,sell
1704067200426078638,105.19843996860577,996,sell
1704067200426867487,104.68548896361571,11,buy
1704067200428090717,104.15271830457826,19,buy
1704067200428759083,104.01947893271496,181,buy
1704067200429831684,103.89187077602351,69,buy
1704067200430854983,103.35621440215205,657,sell
1704067200431350641,103.11372776684561,915,sell
1704067200431934194,102.66698537139202,551,sell
1704067200433124223,101.90180552226559,608,sell
1704067200433780136,102.41479576432866,830,buy
1704067200434445928,102.3143179307226,568,buy
1704067200435298375,101.65734766282965,197,sell
1704067200435469826,101.50681402887045,671,buy
1704067200435499723,101.98953901863179,336,sell
1704067200436554964,101.98441915588877,519,sell
1704067200438500587,101.79836586263701,719,sell
1704067200438689675,101.71615542918401,283,sell
1704067200438965863,101.98692819889048,592,buy
1704067200440082382,101.53173563972997,629,sell
1704067200440932063,101.93862775025252,360,buy
1704067200441376002,102.06936359232724,630,buy
1704067200441831446,102.26290308428233,371,sell
1704067200442265439,102.2341770016622,676,sell
